SKU,Vintage,Producer,Vineyard,Designation,Color,Region,Varietal,Intensity,Age,Fruit 1,Fruit 2,Fruit 3,Fruit Character,Non Fruit 1,Non Fruit 2,Non Fruit 3,Non Fruit 4,Earth,Mineral,Wood Character,Tannin,Acid,Alcohol,Body,Texture
13437,1994,Domaine Tirecul La Graviere,,,White,WhiteBordeaux,Semillon Based Blend,Medium Plus,Developing,Apricot,Orange,,Fresh,Marzipan,Caramel,Spice,Wax,Mushroom,Slate,Toast,N/A,Medium,Medium,Medium Plus,Round
120581,2017,Dourthe,,,White,WhiteBordeaux,Sauvignon Blanc,Medium Plus,Youthful,,,,Ripe,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
142896,2013,La Clarte de Haut Brion,,,White,WhiteBordeaux,Semillon Based Blend,Medium Plus,Youthful,Lemon,Grapefruit,Apricot,Fresh,Herbal,Wax,Honey,,Smoke,Slate,Vanilla,N/A,Medium,Medium Plus,Medium Plus,Round
140021,2018,A. & D. Dauvissat,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Lime,Fresh,Almond,Salinity,White-Flowers,Cream,Smoke,Chalk,Smoke,N/A,Medium Plus,Medium,Medium Plus,Lean
141428,2015,A. Chavy,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Peach,Pineapple,Fresh,Nut,Spice,Floral,,Smoke,Stone,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Creamy
140845,2013,A. Chavy,Les Charmes,Les Charmes,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Peach,Fresh,Floral,Spice,Herbal,,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
143321,2013,A. Ente,Clos des Ambres,Clos des Ambres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,White-Peach,,Fresh,Hazelnut,Butter,Popcorn,White-Flowers,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Creamy
143321,2013,A. Ente,Clos des Ambres,Clos des Ambres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,White-Peach,,Fresh,Hazelnut,Butter,Popcorn,White-Flowers,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Creamy
144282,1996,A. Grivault,,Clos des Perrieres,White,WhiteBurgundy,Chardonnay,Medium,Developing,Lemon,Peach,Pineapple,Fresh,Nut,Butter,Floral,Honey,smoke,Stone,Vanilla,N/A,Medium Plus,Medium,Medium,Round
144584,2016,A. Gros,Cuvee Marine,Cuvee Marine,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Peach,Fresh,Floral,Spice,,,Smoke,Stone,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
143142,2017,A. Michelot,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Peach,Fresh,Floral,Spice,,,Smoke,Stone,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
143147,2017,A. Michelot,,Charmes,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Peach,Fresh,Floral,Spice,Herbal,,Smoke,Stone,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
143148,2017,A. Michelot,,Genevrieres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Peach,Fresh,Floral,Spice,Herbal,,Smoke,Stone,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
143143,2017,A. Michelot,,Les Grands Charrons,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Peach,Fresh,Floral,Spice,Herbal,,Smoke,Stone,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
143150,2017,A. Michelot,,Les Perrieres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Peach,Fresh,Floral,Spice,Herbal,,Smoke,Stone,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
143146,2017,A. Michelot,,Narvaux,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Peach,Fresh,Floral,Spice,Herbal,,Smoke,Stone,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
144829,2013,B. Leroux,,Les Combettes,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Peach,Fresh,Floral,Spice,Herbal,,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
144829,2013,B. Leroux,,Les Combettes,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Peach,Fresh,Floral,Spice,Herbal,,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
120017,2013,B. Moreau,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Peach,Fresh,Floral,Spice,,,Smoke,Stone,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
125050,2014,B. Moreau,La Maltroie,La Maltroie,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Peach,Fresh,Floral,Spice,,,Smoke,Stone,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
138724,1990,B. Morey,Cailleret,Caillerets,White,WhiteBurgundy,Chardonnay,Medium,Developing,Apricot,Lemon,Peach,Fresh,Nut,Floral,Cream,Honey,Smoke,Stone,Toast,N/A,Medium Plus,Medium,Medium,Round
109491,2016,Billaud-Simon,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Lime,Fresh,Almond,Salinity,White-Flowers,Cream,,Chalk,Smoke,N/A,Medium Plus,Medium,Medium Plus,Round
141505,2016,Billaud-Simon,Vaudesir,Vaudesir,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Lime,Fresh,Almond,Salinity,White-Flowers,Cream,,Chalk,Smoke,N/A,Medium Plus,Medium,Medium Plus,Round
139739,1979,Bitouzet-Prieur,Perrieres,Les Perrieres,White,WhiteBurgundy,Chardonnay,Medium,Mature,Lemon,Pear,,Dry,Hazelnut,Honey,Cream,,Mushroom,Stone,,N/A,Medium Plus,Medium,Medium,Round
139739,1979,Bitouzet-Prieur,Perrieres,Les Perrieres,White,WhiteBurgundy,Chardonnay,Medium,Mature,Lemon,Pear,,Dry,Hazelnut,Honey,Cream,,Mushroom,Stone,,N/A,Medium Plus,Medium,Medium,Round
53715,1986,Bonneau du Martray,Corton Charlemagne,,White,WhiteBurgundy,Chardonnay,Medium,Mature,Orange,Pear,,Dry,Hazelnut,Honey,Butter,Wax,Mushroom,Stone,,N/A,Medium Plus,Medium,Medium,Round
26498,1999,Bonneau du Martray,Corton Charlemagne,,White,WhiteBurgundy,Chardonnay,Medium,Developing,Lemon,Pear,Banana,Fresh,White-Flowers,Almond,,,,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium,Creamy
109041,2010,Bonneau du Martray,Corton Charlemagne,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Cream,,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Creamy
141542,2016,Bonneau du Martray,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Cream,,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Creamy
144359,1962,Bouchard Pere et Fils,,,White,WhiteBurgundy,Chardonnay,Medium,Mature,Lemon,Pear,,Dry,Hazelnut,Honey,Cream,,Mushroom,Stone,,N/A,Medium Plus,Medium,Medium,Round
129938,2015,Bouchard Pere et Fils,Corton Charlemagne,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Cream,,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Creamy
135790,2016,Bouchard Pere et Fils,,Genevrieres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Cream,,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Creamy
135791,2016,Bouchard Pere et Fils,Perrieres,Les Perrieres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Cream,,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Creamy
135791,2016,Bouchard Pere et Fils,Perrieres,Les Perrieres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Cream,,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Creamy
135790,2016,Bouchard Pere et Fils,,Genaivrieres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Cream,,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Creamy
129342,2014,Bouchard Pere et Fils,Montrachet,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Cream,,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Creamy
129939,2015,Bouchard Pere et Fils,Montrachet,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Cream,,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Creamy
143166,NV,Bruno Dangin,,Blanc de Noirs,White,WhiteBurgundy,Pinot Noir,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Floral,Herbal,,,,,,N/A,Medium Plus,Medium,Medium Plus,Lean
142431,2017,C. Moreau,,Vaillons,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Lime,Fresh,Almond,Salinity,White-Flowers,Cream,,Chalk,Smoke,N/A,Medium Plus,Medium,Medium Plus,Lean
133084,NV,Celange,Bijou,Brut,White,WhiteBurgundy,,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Floral,Herbal,,,,,,N/A,Medium Plus,Medium,Medium Plus,Lean
144650,2016,Coche-Bizouard,,Chevalieres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,White-Peach,,Fresh,Cream,White-Flowers,Spice,Almond,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
144648,2016,Coche-Bizouard,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,White-Peach,,Fresh,Cream,White-Flowers,Spice,Almond,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
136117,2010,Coche-Dury,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
45358,2007,Coche-Dury,Corton Charlemagne,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
45358,2007,Coche-Dury,Corton Charlemagne,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
136467,2011,Coche-Dury,Corton Charlemagne,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
143274,2013,Coche-Dury,Corton Charlemagne,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
103906,2006,Coche-Dury,Corton Charlemagne,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
122793,2009,Coche-Dury,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
134112,2010,Coche-Dury,Corton Charlemagne,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
140893,1992,Coche-Dury,Rougeots,Rougeots,White,WhiteBurgundy,Chardonnay,Medium,Developing,Lemon,Peach,Green-Apple,Fresh,Nut,Floral,Spice,Butter,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium,
23749,2006,Coche-Dury,Perrieres,Les Perrieres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,White-Peach,Fresh,Almond,White-Flowers,Spice,Butter,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
45357,2007,Coche-Dury,,Les Perrieres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,White-Peach,Fresh,Almond,White-Flowers,Spice,Butter,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
144525,2008,Coche-Dury,,Caillerets,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
23674,2008,Coche-Dury,Perrieres,Les Perrieres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,White-Peach,Fresh,Almond,White-Flowers,Spice,Butter,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
103695,2009,Coche-Dury,Rougeots,Rougeots,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,White-Peach,Fresh,Almond,White-Flowers,Spice,Butter,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
109410,2010,Coche-Dury,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
124425,2012,Coche-Dury,Cailleret,Caillerets,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
127144,2012,Coche-Dury,Perrieres,Les Perrieres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,White-Peach,Fresh,Almond,White-Flowers,Spice,Butter,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
118808,2012,Coche-Dury,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
144526,2013,Coche-Dury,,Caillerets,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
127145,2013,Coche-Dury,Perrieres,Les Perrieres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,White-Peach,Fresh,Almond,White-Flowers,Spice,Butter,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
129882,2014,Coche-Dury,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
134279,2015,Coche-Dury,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
142852,2016,Coche-Dury,Perrieres,Les Perrieres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,White-Peach,Fresh,Almond,White-Flowers,Spice,Butter,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
141689,2016,Coche-Dury,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,,Fresh,Almond,White-Flowers,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
144206,1999,Coche-Dury,,Les Enseigneres,White,WhiteBurgundy,Chardonnay,Medium,Developing,Lemon,Peach,,Fresh,Nut,Spice,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium,Round
23676,2008,Coche-Dury,,Les Enseigneres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Peach,,Fresh,Nut,Spice,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
144527,2011,Coche-Dury,,Les Enseigneres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Peach,,Fresh,Nut,Spice,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
144528,2012,Coche-Dury,,Les Enseigneres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Peach,,Fresh,Nut,Spice,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
129942,2013,Coche-Dury,Les Enseigneres,Les Enseigneres,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Peach,,Fresh,Nut,Spice,Butter,Yeast,Smoke,Crushed-Rock,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
20034,1966,Comte Lafon,Charmes,Charmes,White,WhiteBurgundy,Chardonnay,Medium,Mature,Orange,Apricot,Lemon,Dry,Hazelnut,Honey,Coffee,Cream,Mushroom,Stone,Smoke,N/A,Medium Plus,Medium,Medium,Round
144360,1990,Comte Lafon,,Les Perrieres,White,WhiteBurgundy,Chardonnay,Medium,Developing,Lemon,White-Peach,Orange,Fresh,Hazelnut,White-Flowers,Spice,Yeast,,Stone,Toast,N/A,Medium Plus,Medium,Medium,Round
29604,1996,Comte Lafon,Clos de la Barre,Clos de la Barre,White,WhiteBurgundy,Chardonnay,Medium,Developing,Lemon,White-Peach,Orange,Fresh,Hazelnut,White-Flowers,Spice,Yeast,,Stone,Toast,N/A,Medium Plus,Medium,Medium,Round
35460,2000,Comte Lafon,Perrieres,Les Perrieres,White,WhiteBurgundy,Chardonnay,Medium,Developing,Lemon,Green-Apple,White-Peach,Fresh,Hazelnut,Spice,Cream,White-Flowers,Smoke,Stone,Toast,N/A,Medium Plus,Medium,Medium,Round
29036,2001,Comte Lafon,Les Genevrieres,Genevrieres,White,WhiteBurgundy,Chardonnay,Medium,Developing,Lemon,Green-Apple,White-Peach,Fresh,Hazelnut,Spice,Cream,White-Flowers,Smoke,Stone,Toast,N/A,Medium Plus,Medium,Medium,Round
120413,2012,Comte Lafon,Charmes,Charmes,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,White-Peach,Green-Apple,Fresh,Almond,White-Flowers,Spice,Cream,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
125323,2013,Comte Lafon,Charmes,Charmes,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,White-Peach,Green-Apple,Fresh,Almond,White-Flowers,Spice,Cream,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
145240,2014,Comte Lafon,,Gouttes d'Or,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,White-Peach,Fresh,Hazelnut,Cream,White-Flowers,,Smoke,Stone,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
135087,2014,Comte Lafon,Charmes,Charmes,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,White-Peach,Green-Apple,Fresh,Almond,White-Flowers,Spice,Cream,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
141934,2015,Comte Lafon,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,White-Peach,,Fresh,Cream,White-Flowers,Spice,Almond,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
139338,2015,Comte Lafon,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,White-Peach,,Fresh,Cream,White-Flowers,Spice,Almond,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
137219,2015,Comte Lafon,Clos de la Baronne,Clos de la Baronne,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,White-Peach,,Fresh,Cream,White-Flowers,Spice,Almond,Smoke,Crushed-Rock,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
139339,2015,Comte Lafon,Clos de la Barre,Clos de la Barre,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,White-Peach,Fresh,Hazelnut,Cream,White-Flowers,,Smoke,Stone,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
139342,2015,Comte Lafon,Goutte d'Or,Gouttes d'Or,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,White-Peach,Fresh,Hazelnut,Cream,White-Flowers,,Smoke,Stone,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
139342,2015,Comte Lafon,Goutte d'Or,Gouttes d'Or,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,White-Peach,Fresh,Hazelnut,Cream,White-Flowers,,Smoke,Stone,Toast,N/A,Medium Plus,Medium,Medium Plus,Round
137218,1986,Comte Lafon,Montrachet,,White,WhiteBurgundy,Chardonnay,Medium,Mature,Lemon,White-Peach,Pineapple,Dry,Hazelnut,Spice,Honey,White-Flowers,Smoke,Stone,Toast,N/A,Medium Plus,Medium,Medium,Round
42918,1993,Comte Lafon,Montrachet,,White,WhiteBurgundy,Chardonnay,Medium,Developing,Lemon,White-Peach,Pineapple,Fresh,Hazelnut,Spice,Honey,White-Flowers,Smoke,Stone,Toast,N/A,Medium Plus,Medium,Medium,Round
48225,1997,Comte Lafon,Montrachet,,White,WhiteBurgundy,Chardonnay,Medium,Developing,Lemon,White-Peach,Pineapple,Fresh,Hazelnut,Spice,Cream,White-Flowers,Smoke,Stone,Toast,N/A,Medium Plus,Medium,Medium,Round
142995,1998,Comte Lafon,Montrachet,,White,WhiteBurgundy,Chardonnay,Medium,Developing,Lemon,White-Peach,Pineapple,Fresh,Hazelnut,Spice,Cream,White-Flowers,Smoke,Stone,Toast,N/A,Medium Plus,Medium,Medium,Round
141067,2016,D. Gruhier,<none>,Tonnerre,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Peach,Fresh,Floral,Spice,,,Smoke,Stone,Toast,N/A,Medium Plus,Medium,Medium Plus,Lean
142598,2006,Dauvissat-Camus,Preuses,Les Preuses,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Lime,Fresh,Almond,Salinity,White-Flowers,Cream,,Chalk,Smoke,N/A,Medium Plus,Medium,Medium Plus,Lean
136124,2013,Dauvissat-Camus,Preuses,Les Preuses,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Lime,Fresh,Almond,Salinity,White-Flowers,Cream,,Chalk,Smoke,N/A,Medium Plus,Medium,Medium Plus,Lean
136126,2013,Dauvissat-Camus,Sechet,Sechet,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Lime,Fresh,Almond,Salinity,White-Flowers,Cream,,Chalk,Smoke,N/A,Medium Plus,Medium,Medium Plus,Lean
145160,2011,Domaine Clos de la Chapelle,,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Apricot,Peach,Fresh,Nut,Spice,Herbal,Cream,Smoke,Stone,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
117464,1976,Domaine de la Romanee Conti,Montrachet,,White,WhiteBurgundy,Chardonnay,Medium,Mature,Apricot,Orange,Pineapple,Dry,Nut,Cream,Spice,Meat,Mushroom,Stone,Smoke,N/A,Medium Plus,Medium,Medium,Round
1989,1996,Domaine de la Romanee Conti,Montrachet,,White,WhiteBurgundy,Chardonnay,Medium,Developing,Orange,Mango,Pineapple,Fresh,Nut,Floral,Cream,Spice,Smoke,Stone,Vanilla,N/A,Medium Plus,Medium,Medium,Round
42761,2005,Domaine de la Romanee Conti,Montrachet,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,White-Peach,Mango,Fresh,Hazelnut,White-Flowers,Butter,Spice,Smoke,Stone,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Creamy
130717,2014,Domaine de la Romanee Conti,Montrachet,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,White-Peach,Mango,Fresh,Hazelnut,White-Flowers,Butter,Spice,Smoke,Stone,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Creamy
135661,2015,Domaine de la Romanee Conti,Montrachet,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,White-Peach,Mango,Fresh,Hazelnut,White-Flowers,Butter,Spice,Smoke,Stone,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Creamy
123939,2011,Domaine de Montille,Corton Charlemagne,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Orange,Fresh,Hazelnut,Honey,White-Flowers,Butter,,Stone,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
136128,2013,Domaine de Montille,Corton Charlemagne,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Orange,Fresh,Hazelnut,Honey,White-Flowers,Butter,,Stone,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
143151,2017,Domaine de Montille,Corton Charlemagne,,White,WhiteBurgundy,Chardonnay,Medium Plus,Youthful,Lemon,Green-Apple,Orange,Fresh,Hazelnut,Honey,White-Flowers,Butter,,Stone,Vanilla,N/A,Medium Plus,Medium,Medium Plus,Round
33092,1992,Domaine Leflaive,Batard Montrachet,,White,WhiteBurgundy,Chardonnay,Medium,Developing,Lemon,Green-Apple,White-Peach,Fresh,Almond,Butter,White-Flowers,Spice,Smoke,Stone,Toast,N/A,Medium Plus,Medium,Medium,Round
