SKU,Vintage,Producer,Vineyard,Designation,Color,Region,Varietal,Intensity,Age,Fruit 1,Fruit 2,Fruit 3,Fruit Character,Non Fruit 1,Non Fruit 2,Non Fruit 3,Non Fruit 4,Earth,Mineral,Wood Character,Tannin,Acid,Alcohol,Body,Texture
123396,2017,Shannon Ridge,,,Red,California Red,Petite Sirah,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
145254,2017,Shannon Ridge,High Elevation,High Elevation,Red,California Red,Zinfandel,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
130557,2017,Sierra del Mar,,,Red,California Red,Pinot Noir,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Medium Plus,Round
242640,1999,Sine Qua Non,,Icarus,Red,California Red,Grenache,Medium Plus,Developing,,,,,,,,,,,,Medium,Medium Plus,Medium,Medium,Round
237550,2001,Sine Qua Non,,Ventriloquist,Red,California Red,Grenache,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Medium Plus,Round
120305,2010,Sine Qua Non,,Stockholm Syndrome,Red,California Red,Grenache,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
125456,2011,Sine Qua Non,Patine Estate,Patine Estate,Red,California Red,Grenache,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
135144,2013,Sine Qua Non,Jusqu' a' l'os,Jusqu'a l'os,Red,California Red,Grenache,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
143411,2016,Sine Qua Non,Dirt Vernacular,Dirt Venacular,Red,California Red,Grenache,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
143403,2016,Sine Qua Non,Dirt Vernacular,Dirt Vernacular,Red,California Red,Grenache,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
242530,2001,Sine Qua Non,In Flagrante,On Your Toes,Red,California Red,Syrah,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Medium Plus,Round
119466,2010,Sine Qua Non,Rattlesnake Acres,Stockholm Syndrome,Red,California Red,Syrah,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Medium Plus,Round
125455,2011,Sine Qua Non,Patine Estate,Patine Estate,Red,California Red,Syrah,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
135146,2013,Sine Qua Non,Le Supplement,Le Supplement,Red,California Red,Syrah,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
143420,2016,Sine Qua Non,Rastel16,Ratsel,Red,California Red,Syrah,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
143410,2016,Sine Qua Non,Rastel16,Ratsel,Red,California Red,Syrah,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
140852,2014,Sixteen 600,,Sonoma Valley,Red,California Red,Zinfandel,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
13358,2015,St. Francis,,,Red,California Red,Merlot,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
127956,2015,Stag's Leap Wine Cellars,,,Red,California Red,Merlot,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
143312,2017,Tensley,Colson Canyon,Colson Canyon,Red,California Red,Syrah,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
144603,2017,Turley,Dragon,Dragon Vineyard,Red,California Red,Zinfandel,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Full,Round
145304,2017,Zo,,,Red,California Red,Carignan,Medium Plus,Youthful,,,,,,,,,,,,Medium,Medium Plus,Medium Plus,Medium Plus,Round
141500,2016,Alesia (Rhys),,Santa Cruz Mountains,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
144842,2016,Alesia (Rhys),,Anderson Valley,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
133477,2015,Alpha Omega,II,II,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
141753,2017,Arnot-Roberts,Trout Gulch,Trout Gulch,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
1153,2017,Au Bon Climat,<none>,Santa Barbara,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
119424,2013,Aubert Vineyards,Larry Hyde & Sons,Larry Hyde & Sons,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
124678,2014,Aubert Vineyards,Larry Hyde & Sons,Larry Hyde & Sons,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
124680,2014,Aubert Vineyards,Ritchie Vineyard,Ritchie Vineyard,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
124687,2014,Aubert Vineyards,Sugar Shack,Sugar Shack,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
129355,2015,Aubert Vineyards,Hyde and Sons Vineyard,Sugar Shack,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
136996,2016,Aubert Vineyards,UV-SL,UV-SL,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
137660,2016,Aubert Vineyards,<none>,Sonoma Coast,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
142767,2017,Aubert Vineyards,Eastside,Eastside Vineyard,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
142770,2017,Aubert Vineyards,Larry Hyde & Sons,Larry Hyde & Sons,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
142772,2017,Aubert Vineyards,Powder House,Powder House,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
142773,2017,Aubert Vineyards,Sugar Shack,Sugar Shack,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
142774,2017,Aubert Vineyards,UV-SL,UV-SL Vineyard,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
112725,NV,Barefoot Cellars,<none>,,White,California White,Pinot Grigio,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
131154,2014,Cakebread Cellars,,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
141095,2016,Cakebread Cellars,,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
140074,2016,Cakebread Cellars,,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
14963,,Coppola,Diamond Collection,Diamond Label,White,California White,Chardonnay,Medium,Mature,,,,,,,,,,,,N/A,Medium,Medium,Medium,Round
23714,,Corbett Canyon,<none>,,White,California White,Sauvignon Blanc,Medium,Mature,,,,,,,,,,,,N/A,Medium,Medium,Medium,Round
77484,NV,Crane Lake,,,White,California White,Pinot Grigio,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
134634,2014,Crosby Roamann,<none>,,White,California White,Sauvignon Blanc,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
81461,NV,Cycles Gladiator,,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
1845,NV,Domaine Carneros,,Brut,White,California White,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
1404,NV,Domaine Chandon,Classic,Brut,White,California White,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
916,NV,Edna Valley Vineyard,,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
131992,2014,Grgich Hills,,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
144598,2015,Grieve,<none>,,White,California White,Sauvignon Blanc,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
946,2018,Groth,,,White,California White,Sauvignon Blanc,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
135259,2017,Hayes Ranch,,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
118861,2016,Hearst Ranch Winery,Three Sisters,Three Sisters Cuvee,White,California White,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
109608,2018,Heitz Cellars,<none>,,White,California White,Sauvignon Blanc,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
117399,2013,Honig,,Late Harvest,White,California White,Sauvignon Blanc,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
23877,2017,Joel Gott,<none>,,White,California White,Sauvignon Blanc,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
138821,2001,Kalin Cellars,,Livermore Valley,White,California White,Sauvignon Blanc,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
139976,,Kenwood,,,White,California White,Sauvignon Blanc,Medium,Mature,,,,,,,,,,,,N/A,Medium,Medium,Medium,Round
66594,2004,Kistler,Kistler Vineyard,Kistler Vineyard,White,California White,Chardonnay,Medium Plus,Youthful,Mango,Pear,Pineapple,Ripe,Floral,Almond,Caramel,,,Stone,Vanilla,N/A,Medium,Medium Plus,Medium Plus,Round
25872,2005,Kistler,,Hyde Vineyard,White,California White,Chardonnay,Medium Plus,Youthful,Mango,Pear,Pineapple,Ripe,Floral,Almond,Caramel,,,Stone,Vanilla,N/A,Medium,Medium Plus,Medium Plus,Round
23117,2014,Kongsgaard,,The Judge,White,California White,Chardonnay,Medium Plus,Youthful,Apricot,Peach,Orange,Ripe,White-Flowers,Almond,Honey,,,Flint,Vanilla,N/A,Medium,Medium Plus,Medium Plus,Round
143102,2016,Lewis Cellars,<none>,Russian River Valley,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
143101,2016,Lewis Cellars,<none>,Napa Valley,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
101702,2017,Lewis Cellars,,Napa Valley,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
100703,2006,Marcassin,Marcassin Vineyard,Marcassin Vineyard,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
116956,2010,Marcassin,Marcassin Vineyard,Marcassin Vineyard,White,California White,Chardonnay,Medium Plus,Youthful,Apricot,Peach,Orange,Ripe,White-Flowers,Almond,Honey,,,Flint,Vanilla,N/A,Medium,Medium Plus,Medium Plus,Round
141044,2013,Marcassin,Marcassin Vineyard,Marcassin Vineyard,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
17680,NV,Mark West,,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
135604,2016,Maybach,Eterium,Eterium,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
16900,2012,Mirassou,,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
142834,NV,Montreaux,,Napa Valley,White,California White,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
140793,2016,Morgado Cellars,Steiner,Steiner Vineyard,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
143212,2012,Morlet Family Vineyards,Coup de Coeur,Coup de Coeur,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
135154,2014,Morlet Family Vineyards,Ma Princesse,Ma Princesse,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
135162,2014,Morlet Family Vineyards,Ma Douce,Ma Douce,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
3269,2014,Morlet Family Vineyards,,La Proportion Doree,White,California White,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
141661,2015,Morlet Family Vineyards,,La Proportion Doree,White,California White,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
141668,2016,Morlet Family Vineyards,,La Proportion Doree,White,California White,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
137173,2015,Newton,,Unfiltered,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
142509,1999,Paul Hobbs,,"Cuvee Agustina, Richard Dinner Vineyard",White,California White,Chardonnay,Medium Plus,Developing,Mango,Pear,Pineapple,Ripe,Floral,Almond,Caramel,Honey,,Stone,Vanilla,N/A,Medium,Medium,Medium,Round
132785,2006,Peter Michael,,Belle Cote,White,California White,Chardonnay,Medium Plus,Youthful,Mango,Pear,Pineapple,Ripe,Floral,Almond,Caramel,,,Stone,Vanilla,N/A,Medium,Medium Plus,Medium Plus,Round
132791,2009,Peter Michael,,Cuvee Indigene,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
118075,2012,Peter Michael,Ma Belle Fille,Ma Belle Fille,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
122656,2013,Peter Michael,Mon Plaisir,Mon Plaisir,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
140917,2013,Peter Michael,Indigene,Cuvee Indigene,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
120835,2013,Peter Michael,Belle Cote,Belle Cote,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
132802,2006,Peter Michael,,L'Apres Midi,White,California White,Sauvignon Blanc,Medium Plus,Youthful,Grapefruit,Peach,Mango,Ripe,White-Flowers,Herbal,Smoke,,,Crushed-Rock,Vanilla,N/A,Medium,Medium Plus,Medium Plus,Round
132803,2007,Peter Michael,,L'Apres Midi,White,California White,Sauvignon Blanc,Medium Plus,Youthful,Grapefruit,Peach,Mango,Ripe,White-Flowers,Herbal,Smoke,,,Crushed-Rock,Vanilla,N/A,Medium,Medium Plus,Medium Plus,Round
132804,2011,Peter Michael,,L'Apres Midi,White,California White,Sauvignon Blanc,Medium Plus,Youthful,Grapefruit,Peach,Mango,Ripe,White-Flowers,Herbal,Smoke,,,Crushed-Rock,Vanilla,N/A,Medium,Medium Plus,Medium Plus,Round
14935,2017,Plumpjack,<none>,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
144552,2018,Populis,,,White,California White,Sauvignon Blanc,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
102489,2016,Ramey Cellars,,Russian River Valley,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
37293,NV,Raymond,R. Collection,R. Collection,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
3770,NV,Roederer Estate,,Brut,White,California White,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
66909,2016,Rombauer,<none>,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
40573,2017,Rombauer,<none>,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
120988,2017,Routestock,<none>,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
137557,2017,Sandlands,,,White,California White,Chenin Blanc,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
143769,2017,Santa Cruz Mountain Vineyards,Clay Station,Clay Station,White,California White,Grenache Blanc,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
125851,2013,Schramsberg,,Blanc de Blancs,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
103159,2013,Schramsberg,,Blanc de Noirs,White,California White,Pinot Noir,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
1410,2015,Schramsberg,<none>,Blanc de Blancs,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
145053,2015,Screaming Eagle,,,White,California White,Sauvignon Blanc,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
118696,2012,Sine Qua Non,,Pearl Clutcher,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
145184,1996,Sine Qua Non,,Omadhaun and Poltroon,White,California White,Rousanne,Medium Plus,Developing,,,,,,,,,,,,N/A,Medium,Medium,Medium,Round
145186,1997,Sine Qua Non,,Twisted and Bent,White,California White,,Medium Plus,Developing,,,,,,,,,,,,N/A,Medium,Medium,Medium,Round
145183,1998,Sine Qua Non,,Backward & Forward,White,California White,,Medium Plus,Developing,,,,,,,,,,,,N/A,Medium,Medium,Medium,Round
145185,1999,Sine Qua Non,,Tarantella,White,California White,Marsanne Based Blend,Medium Plus,Developing,,,,,,,,,,,,N/A,Medium,Medium,Medium,Round
22126,2001,Sine Qua Non,N/A,Albino,White,California White,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
25330,2002,Sine Qua Non,,Whisperin' E,White,California White,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
142623,2004,Sine Qua Non,,The Rejuvenators,White,California White,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
143402,2016,Sine Qua Non,Deux Genouilles,Deux Grenouilles,White,California White,Roussanne Based Blend,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
66312,2016,Slingshot,<none>,,White,California White,Sauvignon Blanc,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
25543,NV,Stone Cellars by Beringer,,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
125351,2017,Truchard,,,White,California White,Roussanne,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
141304,2016,Vigilance,,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
141979,2016,Westwood Estate,Sangiacomo,Sangiacomo,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
9614,NV,Woodbridge by Robert Mondavi,,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
2892,NV,Woodbridge by Robert Mondavi,,,Rose,California White,Zinfandel,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
28445,2016,Wyatt,<none>,,White,California White,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
145303,2017,Zo,,,White,California White,Sauvignon Blanc,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium,Medium Plus,Medium Plus,Round
128911,NV,Amiaud Elodie,,Rose,Rose,Champagne,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium Plus,Medium,Medium,Lean
118590,NV,Benoit Lahaye,<none>,Brut Nature,White,Champagne,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium Plus,Medium,Medium,Lean
141773,NV,Benoit Lahaye,Cuvee Violaine,Brut Nature Volaine,White,Champagne,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium Plus,Medium,Medium,Lean
118722,NV,Benoit Lahaye,Prestige Brut,Blanc de Noirs,White,Champagne,Pinot Noir,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium Plus,Medium,Medium,Lean
25825,NV,Billecart Salmon,<none>,Brut,White,Champagne,Chardonnay,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium Plus,Medium,Medium,Lean
3602,NV,Billecart Salmon,Brut Reserve,Brut Reserve,White,Champagne,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium Plus,Medium,Medium,Lean
104719,NV,Billecart Salmon,Sous Bois,Brut Sous Bois,White,Champagne,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium Plus,Medium,Medium,Lean
137080,NV,Billecart Salmon,Cuvee 200,Brut Cuvee 200,White,Champagne,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium Plus,Medium,Medium,Lean
3603,NV,Billecart Salmon,,Brut Rose,Rose,Champagne,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium Plus,Medium,Medium,Lean
139753,1982,Billecart Salmon,,Cuvee Nicolas Francois Billecart,White,Champagne,,Medium,Mature,Yellow-Apple,Lemon,,Fresh,Yeast,White-Flowers,Spice,,Mushroom,Stone,,N/A,Medium Plus,Medium,Medium,Round
55037,1990,Billecart Salmon,,Grande Cuvee,White,Champagne,,Medium,Developing,Yellow-Apple,Lemon,,Fresh,Yeast,White-Flowers,Spice,,Mushroom,Stone,,N/A,Medium Plus,Medium,Medium,Round
143158,2002,Billecart Salmon,Clos St. Hilaire,Le Clos Saint-Hilaire,White,Champagne,Pinot Noir,Medium Plus,Developing,,,,,,,,,,,,N/A,Medium Plus,Medium,Medium,Lean
133376,2006,Billecart Salmon,Elisabeth Salmon,"Cuvee Elisabeth Salmon, Rose",Rose,Champagne,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium Plus,Medium,Medium,Lean
80280,NV,Billiot,<none>,Brut Reserve,White,Champagne,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium Plus,Medium,Medium,Lean
134458,NV,Boizel,,Brut Reserve,White,Champagne,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium Plus,Medium,Medium,Lean
110177,NV,Bollinger,,Special Cuvee,White,Champagne,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium Plus,Medium,Medium,Lean
112192,NV,Bollinger,,Rose,Rose,Champagne,,Medium Plus,Youthful,,,,,,,,,,,,N/A,Medium Plus,Medium,Medium,Lean
141654,1975,Bollinger,,Annee Rare,White,Champagne,,Medium,Mature,Yellow-Apple,Lemon,,Dry,Yeast,White-Flowers,Spice,,Mushroom,Stone,,N/A,Medium Plus,Medium,Medium,Round
